object_id,data,predicted_class
ZTF19acjijfj,"[[[200.1091     196.41202    215.81052    ... 216.14655    211.85724
   227.15533   ]
  [207.23679    229.1481     215.53598    ... 205.36292    209.67389
   220.34485   ]
  [199.93484    190.20349    224.98361    ... 197.68976    194.71667
   228.12018   ]
  ...
  [199.53098    199.77258    231.79904    ... 239.3068     228.84372
   218.72452   ]
  [213.80545    207.35806    192.24603    ... 221.38358    230.77475
   212.53061   ]
  [199.88339    218.98416    205.41898    ... 209.18277    226.4783
   210.2081    ]]

 [[212.81131    212.47862    212.22118    ... 211.23045    213.22096
   214.16595   ]
  [211.9286     211.90573    213.43506    ... 214.3885     212.39952
   211.67006   ]
  [213.62483    211.74475    212.68468    ... 213.4136     213.39746
   211.67787   ]
  ...
  [209.6204     210.24977    213.9012     ... 234.3582     216.45697
   214.58559   ]
  [211.55893    212.31656    212.85841    ... 222.36597    216.94533
   212.41698   ]
  [211.5838     213.46988    213.6994     ... 214.70503    213.12747
   215.00378   ]]

 [[-12.209966   -13.3679905    2.701256   ...   5.670189     0.69167346
    12.03509   ]
  [ -7.8739      15.569795     1.5566516  ...  -9.875676    -5.5392623
     9.330264  ]
  [ -9.327609   -26.057377    15.725421   ... -14.06137    -17.77897
    15.470228  ]
  ...
  [-12.386578   -10.064268    16.826033   ...  10.083391     9.250629
     4.642027  ]
  [  1.3857932   -4.732428   -22.11489    ...  -3.156691    16.089672
    -2.6670206 ]
  [-14.907752     7.0583873   -4.7271085  ...  -4.6664453    7.9925632
    -1.1390684 ]]]",QSO
ZTF19aaapoxs,"[[[ 4.1617957e+02  4.2763812e+02  4.0932330e+02 ...  4.1822955e+02
    4.0942377e+02  3.9834869e+02]
  [ 4.3369995e+02  4.0877063e+02  4.3045782e+02 ...  4.2454657e+02
    4.0653424e+02  4.1741254e+02]
  [ 4.1365839e+02  4.1915784e+02  4.2244489e+02 ...  4.2541412e+02
    4.1923346e+02  4.2246936e+02]
  ...
  [ 4.1422958e+02  3.9202139e+02  4.2282169e+02 ...  4.2279709e+02
    4.2161911e+02  4.2039505e+02]
  [ 4.1459335e+02  4.1731943e+02  4.2578433e+02 ...  4.2440427e+02
    4.0863437e+02  4.3630917e+02]
  [ 4.2274918e+02  4.1557468e+02  4.1243033e+02 ...  4.2542410e+02
    4.1977988e+02  4.1821378e+02]]

 [[ 4.1362625e+02  4.1562332e+02  4.2259091e+02 ...  4.1219815e+02
    4.1092688e+02  4.1007312e+02]
  [ 4.1557242e+02  4.1962012e+02  4.1965634e+02 ...  4.1362552e+02
    4.1077554e+02  4.1223206e+02]
  [ 4.1608987e+02  4.1853616e+02  4.1750742e+02 ...  4.1438742e+02
    4.1204422e+02  4.1091730e+02]
  ...
  [ 4.1668109e+02  4.1482986e+02  4.1465973e+02 ...  4.1987784e+02
    4.2018436e+02  4.1846750e+02]
  [ 4.1071219e+02  4.1314813e+02  4.1171890e+02 ...  4.2146783e+02
    4.1644510e+02  4.1703137e+02]
  [ 4.0890262e+02  4.0921490e+02  4.1211600e+02 ...  4.1805145e+02
    4.1269406e+02  4.1221866e+02]]

 [[ 2.6148136e+00  1.1319720e+01 -1.1665729e+01 ...  4.3011737e+00
   -2.0559106e+00 -1.3648588e+01]
  [ 1.7291441e+01 -1.0293198e+01  1.1710444e+01 ...  1.1537429e+01
   -4.2916260e+00  4.5575509e+00]
  [-3.5023928e+00  2.2767289e+00  5.3934699e-01 ...  9.1897154e+00
    6.2067866e+00  1.0956540e+01]
  ...
  [ 1.2288116e+00 -2.2643778e+01  8.0908213e+00 ...  3.0945220e+00
   -2.4752130e-01  4.4478502e+00]
  [ 1.6738030e+00  6.0685029e+00  1.1095909e+01 ...  2.9906950e+00
   -8.0722628e+00  1.8808287e+01]
  [ 1.2653934e+01  4.1350799e+00  8.6335689e-02 ...  8.7323828e+00
    5.8182120e+00  3.1260240e+00]]]",AGN
ZTF19aaddzgr,"[[[  0.           0.           0.         ... 403.23138    401.40625
   396.59875   ]
  [  0.           0.           0.         ... 404.98877    375.5689
   406.39142   ]
  [  0.           0.           0.         ... 389.59204    413.5564
   412.5484    ]
  ...
  [405.17633    392.48193    403.67383    ... 409.5301     392.2171
   399.45526   ]
  [406.5824     405.57483    385.5606     ... 386.07306    406.0716
   406.63397   ]
  [410.72778    393.5432     401.99567    ... 408.87726    400.62848
   391.3568    ]]

 [[  0.           0.           0.         ... 400.78244    403.29584
   404.66675   ]
  [  0.           0.           0.         ... 402.37122    405.53558
   403.36407   ]
  [  0.           0.           0.         ... 403.5432     405.81677
   405.13925   ]
  ...
  [404.48358    405.28696    409.2003     ... 405.83743    402.9214
   407.0458    ]
  [405.07556    404.40765    403.42007    ... 402.75787    403.08624
   403.84427   ]
  [404.46182    404.10834    401.0141     ... 403.38718    403.80145
   402.12692   ]]

 [[  0.           0.           0.         ...  -3.316112     5.565817
     6.216125  ]
  [  0.           0.           0.         ...  -2.7924767   28.050613
    -1.3351285 ]
  [  0.           0.           0.         ...  14.093571    -8.091866
   -12.823808  ]
  ...
  [  0.86404794   9.563614     6.310982   ...  -2.1684363    9.784799
     6.7210317 ]
  [ -1.2133012   -0.7240916   17.099108   ...  17.36208     -0.48297507
    -4.0570893 ]
  [ -7.06277     11.023098     1.1613363  ...  -7.3310595    2.0736027
    12.6823435 ]]]",AGN
ZTF18adbzcbc,"[[[340.39026   367.50342   368.2298    ... 370.20587   372.84674
   366.93158  ]
  [355.30457   379.25275   363.12628   ... 380.12903   375.4513
   366.70184  ]
  [358.41064   378.94592   400.9519    ... 376.66925   378.09387
   360.693    ]
  ...
  [359.16498   364.18054   360.21838   ... 359.45987   350.38657
   329.5223   ]
  [355.52887   362.38812   360.89917   ... 353.465     326.03012
   345.304    ]
  [348.23572   353.34338   338.1949    ... 348.50162   332.41946
   338.1973   ]]

 [[344.58722   354.26395   362.57895   ... 364.1955    363.54486
   356.4546   ]
  [348.1973    360.0999    371.55322   ... 360.16916   359.88254
   356.6166   ]
  [354.4649    369.6843    382.5904    ... 359.4162    358.89154
   356.76636  ]
  ...
  [356.04865   356.96698   357.34778   ... 346.17264   341.7026
   339.97952  ]
  [354.07605   358.25183   356.90454   ... 347.87137   343.91397
   337.2598   ]
  [346.87485   350.14032   353.33286   ... 343.19598   339.7045
   332.88522  ]]

 [[  6.686733  -11.390098   -5.20306   ... -10.636367   -9.243795
   -14.631784 ]
  [ -4.5760107 -17.449455    5.4311805 ... -18.289398  -18.819273
    -8.280683 ]
  [ -1.1605273  -6.19748   -23.65598   ... -16.572172  -12.9140835
    -5.7059793]
  ...
  [ -3.5226424  -7.1342125  -1.8612843 ... -14.032236   -3.8609874
     6.0780025]
  [ -3.5497224  -5.565326   -5.156658  ...  -5.432822   18.217958
    -7.7080326]
  [ -1.128614   -7.4799614  15.221204  ...  -4.932751    3.4503388
     0.8039291]]]",AGN
ZTF18aceylas,"[[[220.91989    230.66464    206.79706    ... 208.31143    219.6153
   228.4826    ]
  [205.55682    230.36755    234.5925     ... 231.9396     226.4902
   224.81375   ]
  [209.56332    206.06763    220.57208    ... 215.95602    216.46906
   213.57843   ]
  ...
  [219.49063    230.50479    224.61038    ... 220.80627    229.87207
   221.99283   ]
  [218.51166    218.57327    227.12033    ... 230.31085    207.50339
   215.42706   ]
  [225.94855    218.88235    214.01279    ... 229.57513    237.6792
   225.64005   ]]

 [[221.00522    221.08864    220.11694    ... 220.21014    221.87979
   221.28334   ]
  [220.59543    220.14005    220.0745     ... 219.47954    220.2772
   221.23843   ]
  [219.2983     219.50717    220.53258    ... 219.46169    219.4704
   219.62505   ]
  ...
  [220.37881    219.94617    219.50056    ... 219.40112    218.44089
   220.22908   ]
  [219.10004    219.95607    219.77046    ... 217.95836    218.9819
   221.76425   ]
  [219.89154    220.64445    219.14613    ... 219.91281    219.39285
   219.76924   ]]

 [[  0.43394816  -9.643437     8.292218   ...   7.169367     2.1017494
   -11.319761  ]
  [ 14.956498    -9.371202   -14.861235   ... -10.350844    -7.6328597
    -1.9158212 ]
  [ 10.09224     15.401462    -1.053999   ...   3.2881596    4.4989223
     5.270767  ]
  ...
  [  3.1669188  -12.535574    -4.451006   ...  -3.121858    -5.835819
    -4.4182253 ]
  [ -2.643937     5.995178    -9.225033   ... -10.123363     9.497185
     8.311806  ]
  [ -3.9930065   -4.2111435   10.246605   ... -10.008138   -18.550377
    -8.6619625 ]]]",Periodic-Other
ZTF18aabcwtr,"[[[ 2.3013443e+02  2.3277097e+02  2.2746109e+02 ...  7.2559796e+02
    1.0573967e+03  1.4509675e+03]
  [ 2.4403799e+02  2.2927585e+02  2.1826602e+02 ...  6.8945673e+02
    9.5069073e+02  1.2250793e+03]
  [ 2.3575400e+02  2.2244382e+02  2.3112540e+02 ...  6.3286090e+02
    7.9918719e+02  9.4993781e+02]
  ...
  [ 1.9265491e+02  2.0730560e+02  1.9955176e+02 ...  2.4509418e+02
    2.6460406e+02  2.4380066e+02]
  [ 2.1611755e+02  2.1385669e+02  2.3071222e+02 ...  2.4813330e+02
    2.3052667e+02  2.4227258e+02]
  [ 1.9268707e+02  2.1469763e+02  2.1374823e+02 ...  2.3178534e+02
    2.4343201e+02  2.3574243e+02]]

 [[ 2.2580911e+02  2.2730858e+02  2.2843987e+02 ...  7.0238245e+02
    1.0900073e+03  1.8124263e+03]
  [ 2.2608150e+02  2.2694502e+02  2.2938155e+02 ...  6.5072131e+02
    9.3276935e+02  1.3229303e+03]
  [ 2.2656853e+02  2.2765616e+02  2.3054747e+02 ...  5.6679236e+02
    7.3307037e+02  9.1073157e+02]
  ...
  [ 2.0395021e+02  2.0814471e+02  2.1227782e+02 ...  2.4270979e+02
    2.4374474e+02  2.4409674e+02]
  [ 2.0324283e+02  2.0571159e+02  2.1119296e+02 ...  2.4082137e+02
    2.3894560e+02  2.4113480e+02]
  [ 2.0282132e+02  2.0265990e+02  2.0891391e+02 ...  2.3773502e+02
    2.3690604e+02  2.3867143e+02]]

 [[-6.1226666e-02 -5.4482970e+00  3.9069986e+00 ... -2.9268829e+01
   -6.9155190e+01 -5.0288319e+01]
  [-2.2941835e+01  3.6508206e-01  9.9325819e+00 ... -3.1671648e+01
   -2.8991138e+01 -2.0956774e+01]
  [-4.3218393e+00  2.4644821e+00 -1.8689512e-01 ... -2.6316431e+01
   -2.4622089e+01  1.6821417e+01]
  ...
  [ 1.0938420e+01  4.1594310e+00  1.1668136e+01 ... -3.8210132e+00
   -1.6503532e+01 -1.3061121e+00]
  [-1.3024445e+01 -1.0599999e+01 -2.2280432e+01 ... -5.6200910e+00
    8.0330143e+00 -1.1660128e+00]
  [ 1.2814196e+01 -7.6996469e+00 -1.8937925e+00 ...  5.8821311e+00
   -4.0827212e+00  4.4178433e+00]]]",YSO
ZTF19aanwjwo,"[[[ 3.96984924e+02  4.23383057e+02  4.15628540e+02 ...  4.34762421e+02
    4.21840790e+02  4.12694794e+02]
  [ 4.10711121e+02  4.31798340e+02  4.07516846e+02 ...  4.24368683e+02
    4.25419525e+02  4.50557465e+02]
  [ 4.21252869e+02  4.37377075e+02  4.16296814e+02 ...  4.09236542e+02
    4.22203156e+02  4.32224640e+02]
  ...
  [ 4.08093079e+02  4.18261902e+02  4.35011292e+02 ...  4.29622284e+02
    4.31885834e+02  4.27868622e+02]
  [ 4.14254944e+02  4.03846680e+02  4.29162476e+02 ...  4.29648468e+02
    4.25381805e+02  4.16469574e+02]
  [ 4.34973755e+02  4.20262756e+02  4.32705811e+02 ...  4.27468414e+02
    4.47583710e+02  4.21953583e+02]]

 [[ 4.20855072e+02  4.19226440e+02  4.20395721e+02 ...  4.22205109e+02
    4.20501892e+02  4.25579163e+02]
  [ 4.23518219e+02  4.19561279e+02  4.21021790e+02 ...  4.23306671e+02
    4.22545868e+02  4.23999329e+02]
  [ 4.23753998e+02  4.18546295e+02  4.19705200e+02 ...  4.24954315e+02
    4.21679443e+02  4.21325836e+02]
  ...
  [ 4.22191284e+02  4.22671051e+02  4.22660217e+02 ...  4.24061676e+02
    4.20859375e+02  4.21181763e+02]
  [ 4.19516724e+02  4.23898590e+02  4.24259064e+02 ...  4.21000275e+02
    4.22036407e+02  4.19850159e+02]
  [ 4.19705109e+02  4.21531372e+02  4.17417084e+02 ...  4.21066589e+02
    4.23793640e+02  4.23559967e+02]]

 [[-2.52033310e+01 -4.13860738e-01 -5.16174889e+00 ...  8.95387363e+00
    1.14686084e+00 -1.00146885e+01]
  [-1.27982922e+01  1.62164402e+01 -1.64334946e+01 ...  2.47064853e+00
    8.60133886e-01  2.68721886e+01]
  [-3.78261161e+00  1.48832865e+01 -2.68861747e+00 ... -2.04367466e+01
    7.61217058e-01  8.43004704e+00]
  ...
  [-1.31942053e+01 -8.39000511e+00  1.65033665e+01 ...  7.22366476e+00
    9.16920757e+00  6.05173016e+00]
  [-6.71049118e+00 -1.90441113e+01  5.01506376e+00 ...  5.60522509e+00
    4.46800089e+00 -5.44307375e+00]
  [ 1.72172241e+01 -1.42476952e+00  1.15720577e+01 ...  6.59748125e+00
    2.49967480e+01  1.16407311e+00]]]",Periodic-Other
ZTF20aapydzk,"[[[303.39212    287.1215     288.40842    ... 310.8238     325.44995
   297.1291    ]
  [295.2476     320.68607    293.2889     ... 310.4007     301.2605
   301.59033   ]
  [301.6199     283.70035    289.60178    ... 296.31973    304.23795
   292.11862   ]
  ...
  [293.22247    299.0069     303.19336    ... 299.6385     290.7953
   298.3567    ]
  [291.1971     290.41702    288.09103    ... 279.24866    286.56793
   293.91815   ]
  [296.67075    275.3892     314.38785    ... 312.71802    291.2658
   286.64563   ]]

 [[293.38852    293.84537    295.2243     ... 316.4892     312.10165
   298.4411    ]
  [298.379      293.79254    293.62143    ... 310.53207    309.638
   299.96457   ]
  [295.47336    295.55063    295.22943    ... 300.4062     299.9969
   297.39334   ]
  ...
  [298.0071     297.74146    294.82065    ... 293.38403    294.74423
   294.91562   ]
  [297.9404     292.98334    295.47922    ... 293.54968    297.2632
   295.4318    ]
  [295.48804    293.57593    291.12817    ... 295.12802    293.70496
   295.8294    ]]

 [[ -5.8804126    3.4198458    8.263794   ...  -0.70526916 -13.61352
     0.8009786 ]
  [  0.6614259  -26.922472     0.6214988  ...  -1.9696484    3.2636552
    -2.0313747 ]
  [ -5.6083717   13.534784     3.9740903  ...   4.1378293   -1.8029846
     5.8446145 ]
  ...
  [  5.543744    -3.4507995   -5.5818205  ...  -0.7709783    4.4652624
    -5.4938135 ]
  [  4.4199986    5.437502     4.1779933  ...  10.758525     9.516791
     2.0127895 ]
  [ -4.3578877   22.284224   -22.443455   ... -15.471136     2.5103037
     6.8344517 ]]]",QSO
ZTF19aajwdyy,"[[[356.2161     346.07663    349.24826    ... 361.19574    355.81134
   347.76016   ]
  [352.72855    342.6888     347.2012     ... 339.9889     359.39392
   331.527     ]
  [328.95468    369.34818    342.97568    ... 350.16608    350.10974
   335.21994   ]
  ...
  [356.3751     353.2372     352.73996    ... 334.0876     329.04517
   372.41415   ]
  [341.75943    348.7324     347.36264    ... 343.01532    359.4619
   346.9918    ]
  [340.46512    384.09592    354.81912    ... 349.0517     341.88898
   357.49478   ]]

 [[345.9804     351.35654    351.15237    ... 349.56482    348.09885
   348.8449    ]
  [350.2353     350.50812    349.39447    ... 347.9766     350.20255
   349.96432   ]
  [350.1048     350.81815    349.01318    ... 349.64963    351.2809
   351.14444   ]
  ...
  [352.13278    351.01007    350.80737    ... 350.46277    348.02408
   346.32666   ]
  [351.2774     350.0875     348.28897    ... 349.73032    350.01138
   348.75204   ]
  [349.13904    349.2021     350.91656    ... 349.536      350.33545
   348.4823    ]]

 [[  9.977223    -5.043835    -1.1151454  ...  10.462859     9.614947
    -4.348657  ]
  [  1.070244    -5.897997    -3.379294   ...  -9.811997     8.975207
   -16.73286   ]
  [-23.527641    21.622131    -8.972111   ...   3.1602936   -1.3190222
   -14.480611  ]
  ...
  [  2.8946297    3.2019794    0.4988379  ... -16.040394   -19.743624
    23.921946  ]
  [ -8.745107    -1.6140455   -0.40473533 ...  -5.102587    10.589064
    -1.5639371 ]
  [ -9.49626     34.544567     4.7111015  ...  -1.1772748   -9.213606
     8.457008  ]]]",Periodic-Other
ZTF19aapdihs,"[[[ 3.15137848e+02  3.19411163e+02  3.00350983e+02 ...  3.42785736e+02
    3.30720245e+02  3.22615936e+02]
  [ 3.12791962e+02  3.10286896e+02  3.30467987e+02 ...  3.17130951e+02
    3.17860138e+02  3.14058258e+02]
  [ 3.21363861e+02  3.06746307e+02  3.17233917e+02 ...  3.08879974e+02
    3.20306427e+02  2.93986725e+02]
  ...
  [ 3.21286346e+02  3.23932770e+02  2.99566986e+02 ...  3.30397003e+02
    3.30821320e+02  3.20569855e+02]
  [ 3.23496063e+02  3.11095490e+02  3.26466949e+02 ...  3.07028473e+02
    3.14957855e+02  3.34716461e+02]
  [ 3.03013458e+02  3.32976105e+02  3.10828217e+02 ...  3.24861298e+02
    3.20249115e+02  3.15042694e+02]]

 [[ 3.16347839e+02  3.14273682e+02  3.16110748e+02 ...  3.15484711e+02
    3.17296783e+02  3.14153168e+02]
  [ 3.17199036e+02  3.17675995e+02  3.16022125e+02 ...  3.16452301e+02
    3.17822968e+02  3.12872803e+02]
  [ 3.18566833e+02  3.16034546e+02  3.14325836e+02 ...  3.16312561e+02
    3.13132507e+02  3.12248962e+02]
  ...
  [ 3.16492126e+02  3.16366211e+02  3.12870026e+02 ...  3.16315308e+02
    3.18933655e+02  3.13552582e+02]
  [ 3.13156067e+02  3.15142456e+02  3.18195984e+02 ...  3.14917664e+02
    3.17515533e+02  3.17256500e+02]
  [ 3.16548126e+02  3.17633850e+02  3.15239349e+02 ...  3.14833588e+02
    3.16293518e+02  3.20470276e+02]]

 [[-2.07723927e+00  2.64851618e+00 -1.47465525e+01 ...  2.66589432e+01
    1.31653996e+01  8.48999405e+00]
  [-2.04632831e+00 -9.62636852e+00  1.60170479e+01 ... -1.88870490e+00
    5.51237726e+00 -3.91957474e+00]
  [ 4.18286800e+00 -6.60762119e+00 -1.57954395e+00 ... -5.40133381e+00
    2.50219703e+00 -1.49926157e+01]
  ...
  [ 4.87498140e+00  7.62444687e+00 -1.28615656e+01 ...  1.26974745e+01
    1.09691792e+01  9.97224140e+00]
  [ 1.03565731e+01 -6.99734831e+00  8.83052540e+00 ... -8.40724945e+00
   -9.32714760e-01  1.45148096e+01]
  [-1.85756855e+01  2.25710316e+01 -6.25711012e+00 ...  1.26241598e+01
   -2.99814437e-02  1.01933146e+00]]]",QSO
ZTF19aarmzko,"[[[239.70593    214.61377    204.54828    ... 224.83319    221.47168
   233.93042   ]
  [219.12152    191.39435    222.36365    ... 225.12598    216.81592
   222.104     ]
  [219.36102    237.46307    203.2583     ... 219.34113    210.18298
   233.57312   ]
  ...
  [230.71799    241.56161    205.18271    ... 216.18912    233.9385
   208.81717   ]
  [236.2081     221.63278    213.56223    ... 203.32138    214.75711
   217.49344   ]
  [217.90298    231.91074    226.41385    ... 202.59732    206.207
   239.2244    ]]

 [[222.83047    222.53078    218.99777    ... 219.30222    219.0289
   218.94405   ]
  [220.14966    220.20793    218.4606     ... 218.39922    218.78784
   218.47226   ]
  [219.97876    218.92877    219.42378    ... 217.92581    218.10721
   217.48691   ]
  ...
  [218.8021     219.22617    219.09993    ... 219.2102     217.42198
   218.86594   ]
  [218.19385    219.9736     219.14499    ... 220.1956     219.46109
   219.53865   ]
  [219.7752     219.39339    220.2468     ... 218.58769    219.30078
   220.76303   ]]

 [[ 22.758604   -11.588928   -14.952882   ...   6.996608     3.694025
    12.797366  ]
  [ -5.1822777  -24.395086     2.3339694  ...   6.4277105   -2.46135
     4.991565  ]
  [ -0.27376583  22.254827   -20.843561   ...   2.7266288   -7.6169777
    15.069506  ]
  ...
  [ 13.967159    21.889755   -13.378898   ...  -3.5089552   18.07691
   -12.955552  ]
  [ 14.431072     0.36230358  -4.721872   ... -16.029194    -8.414168
     4.020709  ]
  [ -1.3142782   16.079073     7.4408817  ... -16.1736     -10.913751
    16.748503  ]]]",QSO
ZTF19aapebgm,"[[[ 3.1097684e+02  3.0364371e+02  2.8476706e+02 ...  2.8381223e+02
    2.7430106e+02  2.8788705e+02]
  [ 3.0374185e+02  2.7570358e+02  3.0608456e+02 ...  2.9312289e+02
    2.9819247e+02  2.9108115e+02]
  [ 3.0350876e+02  2.9545059e+02  2.9850504e+02 ...  3.0806100e+02
    3.0579556e+02  2.9460538e+02]
  ...
  [ 2.9891763e+02  2.9891263e+02  2.9380508e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [ 2.8268655e+02  2.9895853e+02  2.9439316e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [ 3.0168668e+02  3.0060141e+02  2.9237296e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]]

 [[ 2.9518622e+02  2.9516467e+02  2.9807104e+02 ...  2.9579343e+02
    2.9615768e+02  2.9716489e+02]
  [ 2.9597202e+02  2.9709784e+02  2.9496075e+02 ...  2.9466266e+02
    2.9411163e+02  2.9482413e+02]
  [ 2.9497482e+02  2.9822260e+02  2.9577380e+02 ...  2.9320578e+02
    2.9479434e+02  2.9588962e+02]
  ...
  [ 2.9416916e+02  2.9615591e+02  2.9702423e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [ 2.9251480e+02  2.9534094e+02  2.9618887e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [ 2.9592838e+02  2.9780130e+02  2.9576147e+02 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]]

 [[-1.3202056e+01 -9.4410439e+00  1.3012261e+01 ...  1.5526017e+01
    2.1368193e+01  9.9941626e+00]
  [-9.2528696e+00  2.3894262e+01 -1.2955461e+01 ... -2.4544303e+00
   -3.8071136e+00  2.5017154e+00]
  [-7.6977420e+00 -1.3071284e+00 -1.6005664e+00 ... -1.2661875e+01
   -8.2060919e+00 -6.4042127e-01]
  ...
  [-1.8163934e-02 -7.1932149e+00  6.5297542e+00 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [ 6.2494760e+00  3.9732833e+00 -5.4422550e+00 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]
  [-4.7402081e+00 -8.4924698e+00  1.1818415e+01 ...  0.0000000e+00
    0.0000000e+00  0.0000000e+00]]]",QSO
ZTF18acnnxkm,"[[[168.75485   164.5892    163.78494   ... 145.21109   166.62357
   161.75345  ]
  [171.00919   131.80508   159.71646   ... 155.91483   160.98587
   150.67545  ]
  [143.25461   163.63504   167.3566    ... 152.639     154.81876
   151.27664  ]
  ...
  [166.47235   125.78656   156.01147   ... 182.42123   150.16757
   150.24734  ]
  [155.41699   152.01007   167.29999   ... 180.20224   158.97647
   158.14536  ]
  [163.67822   158.56635   149.36072   ... 155.24722   159.03122
   150.25394  ]]

 [[159.80307   159.49477   158.24062   ... 159.73558   159.3514
   157.7616   ]
  [159.80376   159.89447   156.71173   ... 158.18831   158.79703
   159.20746  ]
  [158.56645   156.88577   157.32883   ... 160.12141   158.30548
   158.5053   ]
  ...
  [158.71588   158.88521   160.8168    ... 158.35748   158.48102
   159.78778  ]
  [159.03613   158.54634   159.73308   ... 158.11385   160.27592
   160.1797   ]
  [158.38713   158.81784   159.68642   ... 158.0317    158.5612
   158.65411  ]]

 [[-11.934706   -2.2431104  -4.463022  ...  13.800893   -8.512693
    -1.210008 ]
  [ -8.906717   24.945288   -1.5321257 ...   3.6280465  -3.081451
     7.4410434]
  [ 14.9149275  -6.8672204  -8.299081  ...   8.0819235   4.9824243
     7.468219 ]
  ...
  [ -6.8544264  34.00649     1.7790685 ... -23.087326    7.1327443
     9.004728 ]
  [  2.262211    3.2756987  -7.5618563 ... -20.168797   -1.6509329
     2.2785873]
  [ -2.493735   -0.5929676  13.620605  ...   4.835901   -1.920728
     9.408262 ]]]",QSO
